small vehicle,large vehicle,minibus,hatchback,sedan,bus,minivan,truck,van,jeep,cement mixer,dedicated agricultural vehicle,tanker,crane truck,pickup,light truck,prime mover,red,black,blue,silver/grey,white,other,yellow,green,sunroof,luggage_carrier,open_cargo_area,enclosed_cab,spare_wheel,wrecked,flatbed,ladder,enclosed_box,soft_shell_box,harnessed_to_a_cart,ac_vents
24648,20090,15202,29864,30119,20516,15200,33634,18022,24449,12387,22173,39817,20255,37472,12340,15538,10750,14734,11924,15677,31405,26504,15392,39253,20516,20516,20516,20516,20516,20516,20516,20516,20516,20516,20516,20516
38117,31884,26207,18275,12161,27938,37986,25794,37966,29426,15288,28265,11344,32163,38377,22948,29383,13844,15377,37025,11113,39903,29742,21295,29481,27938,27938,27938,27938,27938,27938,27938,27938,27938,27938,27938,27938
14858,10237,11521,17107,24334,39237,22913,11640,31670,34611,14840,22865,24477,23677,10023,31198,33686,11854,13910,25411,25794,31862,28585,29836,10267,39237,39237,39237,39237,39237,39237,39237,39237,39237,39237,39237,39237
18104,38634,39597,31590,20246,31085,22921,34574,28415,31954,37309,15649,21073,34762,37241,19055,28548,30136,20090,37517,32336,17400,35823,17386,25034,31085,31085,31085,31085,31085,31085,31085,31085,31085,31085,31085,31085
12134,22430,33933,16311,21775,10597,25043,15496,36426,18439,11228,19583,21754,26595,27367,26854,34757,11320,20971,35509,20908,38423,15902,23297,30428,10597,10597,10597,10597,10597,10597,10597,10597,10597,10597,10597,10597
36986,16402,29919,11507,34438,38208,35336,12461,25307,37958,14854,28129,15978,32339,30860,37493,22454,39148,33054,15611,37290,24259,32015,33189,17067,38208,38208,38208,38208,38208,38208,38208,38208,38208,38208,38208,38208
19692,12738,35843,35133,17149,18414,34789,39072,22985,12452,13910,34178,15649,28153,38597,14501,39469,35479,20912,24934,36358,35474,32307,27892,29132,18414,18414,18414,18414,18414,18414,18414,18414,18414,18414,18414,18414
24637,19093,26881,24360,34448,25556,31068,29509,26355,16027,11756,30818,31482,33177,15947,33000,38661,34363,21973,32212,17857,31565,28314,13057,10065,25556,25556,25556,25556,25556,25556,25556,25556,25556,25556,25556,25556
11728,27035,33876,35163,24055,39139,13024,12020,17769,38925,30095,24646,35552,38359,33873,27464,18598,11462,20663,37621,27445,18052,35331,28506,38053,39139,39139,39139,39139,39139,39139,39139,39139,39139,39139,39139,39139
39456,11011,16298,24790,17040,18425,34512,27835,11086,25536,31834,39703,37967,23869,11752,22998,20090,28379,28093,11275,16535,14324,15218,28739,28347,18425,18425,18425,18425,18425,18425,18425,18425,18425,18425,18425,18425
32855,22088,34596,12939,20281,10966,14560,13511,17709,29132,14976,26277,18675,12256,21569,23596,23262,24161,11929,21904,28411,18728,22106,25743,34578,10966,10966,10966,10966,10966,10966,10966,10966,10966,10966,10966,10966
22566,22083,16443,36341,30775,36198,37226,33609,35876,35885,20639,25020,34831,21548,23528,22940,35481,13468,13624,21837,35832,36358,19777,11814,34692,36198,36198,36198,36198,36198,36198,36198,36198,36198,36198,36198,36198
17955,32062,19833,12444,23949,27923,16027,14584,19414,38915,38322,19051,10443,11484,30545,19121,38565,19518,30081,34345,34931,14390,10057,14431,16310,27923,27923,27923,27923,27923,27923,27923,27923,27923,27923,27923,27923
33188,33473,11409,18482,32307,25093,34402,24575,19850,23905,23617,26504,10112,21038,13287,19590,37994,20134,35969,21264,21618,15501,18964,18896,25436,25093,25093,25093,25093,25093,25093,25093,25093,25093,25093,25093,25093
19419,28140,11115,32002,17872,10202,17134,17547,14354,10016,39850,19226,26494,26708,17298,11738,10351,28985,27317,39893,14752,18902,37784,21928,30089,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202
16786,12130,13035,22902,31655,33580,17948,22647,37493,14753,10976,27977,31240,37605,37296,13872,17926,34762,17805,38667,10966,16737,27392,11687,18137,33580,33580,33580,33580,33580,33580,33580,33580,33580,33580,33580,33580
36431,38421,33638,15737,10377,27162,36641,35901,16979,31304,19121,13108,32480,25748,23103,12818,18686,22387,18465,18024,32765,13590,19107,15390,35002,27162,27162,27162,27162,27162,27162,27162,27162,27162,27162,27162,27162
25077,10749,32788,27304,34188,23943,21127,23798,32089,20145,15832,13705,36251,25397,37314,30580,18773,10833,38108,18936,27049,29677,18936,35782,28646,23943,23943,23943,23943,23943,23943,23943,23943,23943,23943,23943,23943
12385,22526,32409,38808,31894,14556,27038,32629,17904,36879,18556,33686,20892,15759,23324,15621,36738,19199,36317,22426,10721,24039,11227,19815,38501,14556,14556,14556,14556,14556,14556,14556,14556,14556,14556,14556,14556
12487,27541,23194,12266,10635,22443,22616,23008,10241,27445,17094,29962,39203,26958,19382,31520,34802,22622,22948,39079,10066,36857,31895,30297,14157,22443,22443,22443,22443,22443,22443,22443,22443,22443,22443,22443,22443
16657,27804,24963,32061,21398,27001,15370,39325,17839,10409,39022,33125,25759,39976,33335,36694,10023,26827,20036,31592,25791,39487,36899,13921,16862,27001,27001,27001,27001,27001,27001,27001,27001,27001,27001,27001,27001
10303,37492,37792,28466,35802,33571,19733,19897,32211,39688,18593,30453,39514,11640,28170,21810,12599,39334,31223,12143,38902,13555,29974,26478,39011,33571,33571,33571,33571,33571,33571,33571,33571,33571,33571,33571,33571
31619,27867,27367,17469,19557,27990,25875,23002,13910,35255,17415,11673,12851,19367,16868,15942,11658,28123,37786,12020,32705,34543,18575,32791,26595,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990
27232,30961,23977,24628,34184,37818,29713,29246,17198,12049,14782,32281,14393,26881,14725,32599,22494,12153,39818,20572,36923,22484,21068,15976,33429,37818,37818,37818,37818,37818,37818,37818,37818,37818,37818,37818,37818
11044,19160,12003,16620,23662,31429,22472,20653,34520,28553,14928,27638,23340,26540,31203,18419,32850,26122,38938,27716,27119,20836,12411,22297,18864,31429,31429,31429,31429,31429,31429,31429,31429,31429,31429,31429,31429
19169,28160,37457,21020,19070,21202,27134,32687,35550,13095,25857,12452,17050,17769,14503,11031,25056,16395,27672,35961,30035,38859,25703,34319,15538,21202,21202,21202,21202,21202,21202,21202,21202,21202,21202,21202,21202
26394,28806,37285,17930,36038,30119,33843,32581,18365,24144,22632,21073,30269,14654,39323,25414,39890,39475,28632,27597,36945,36069,39968,23243,34896,30119,30119,30119,30119,30119,30119,30119,30119,30119,30119,30119,30119
31859,15344,12171,27733,14333,18024,32535,32785,30416,36358,13531,15072,37187,35732,32861,22185,19590,12673,26357,11631,14788,14898,26240,30341,19299,18024,18024,18024,18024,18024,18024,18024,18024,18024,18024,18024,18024
28877,18319,20896,39209,15649,23152,14393,37131,26051,12435,24773,27171,35064,22970,31610,36964,16508,27052,36508,11285,32454,24365,38392,37502,14768,23152,23152,23152,23152,23152,23152,23152,23152,23152,23152,23152,23152
13561,21690,33215,36539,36846,20362,23064,36630,19442,19470,21547,19702,26460,33103,19556,29459,10265,37626,10444,17579,29241,26830,32622,30852,29779,20362,20362,20362,20362,20362,20362,20362,20362,20362,20362,20362,20362
32071,23617,33701,18426,23823,22786,27766,20453,29741,35921,27148,33110,37117,21570,22057,19280,28443,15558,39113,29887,36953,39726,34380,27977,35883,22786,22786,22786,22786,22786,22786,22786,22786,22786,22786,22786,22786
15033,22106,12558,26696,17550,36735,31313,29444,25397,11803,10016,10112,32783,38048,15130,39360,10302,24251,25040,22305,33004,35094,28380,14033,14914,36735,36735,36735,36735,36735,36735,36735,36735,36735,36735,36735,36735
14025,16134,23595,35952,37798,18045,17428,24466,32401,29947,21702,10079,21686,13692,15810,34997,10764,34064,32469,24254,39465,37553,21886,22042,37915,18045,18045,18045,18045,18045,18045,18045,18045,18045,18045,18045,18045
22600,26596,18472,38643,33156,10573,23115,35436,15498,27257,17091,36249,23917,38133,18891,19550,11368,26092,15632,30535,30167,32926,25973,35621,32025,10573,10573,10573,10573,10573,10573,10573,10573,10573,10573,10573,10573
28772,24389,20994,27510,28947,23614,25040,34578,28947,18249,14167,27862,39809,39875,30580,20833,36128,12492,39895,13998,13150,22592,28803,39323,23460,23614,23614,23614,23614,23614,23614,23614,23614,23614,23614,23614,23614
16659,27810,37548,34757,35179,21486,16556,23667,26988,16661,29784,35031,22007,25327,16848,11184,26273,29607,27232,14768,32382,15921,17386,39699,10579,21486,21486,21486,21486,21486,21486,21486,21486,21486,21486,21486,21486
15411,28617,23470,12358,27549,22144,30239,22063,33133,26037,39029,22908,11450,16988,10067,18835,16737,29563,36497,28178,10324,26380,17337,17276,10622,22144,22144,22144,22144,22144,22144,22144,22144,22144,22144,22144,22144
13528,34703,22443,37775,13908,35739,21613,18804,12304,28295,13108,39332,27638,37314,10995,14725,38556,26809,27121,35644,14608,10285,35775,38850,23897,35739,35739,35739,35739,35739,35739,35739,35739,35739,35739,35739,35739
21883,19297,25458,29817,39895,19728,15360,20137,21473,28576,10966,22302,19847,11450,15501,13869,35137,13219,30157,16942,38791,15525,34615,12057,38742,19728,19728,19728,19728,19728,19728,19728,19728,19728,19728,19728,19728
12673,14560,24814,19905,10439,23523,31967,13546,33696,36309,13223,32124,29579,11929,23198,23667,13412,38057,34671,19058,28685,13277,22063,19140,15058,23523,23523,23523,23523,23523,23523,23523,23523,23523,23523,23523,23523
29342,31496,18301,25084,39365,34450,26684,24650,18024,30619,39972,29384,17459,39898,16562,21638,23966,36689,18856,36584,28494,35893,28976,32103,21160,34450,34450,34450,34450,34450,34450,34450,34450,34450,34450,34450,34450
33884,27445,35013,37421,23379,20444,27300,23152,22704,32433,32183,12130,20433,23338,31133,24646,35332,12446,13561,28157,31807,20065,23083,22080,12024,20444,20444,20444,20444,20444,20444,20444,20444,20444,20444,20444,20444
34089,38388,23667,12355,34789,18274,34651,25958,16402,39552,37472,30735,29075,21593,34480,14519,33794,23738,21070,17808,29637,14812,34549,27906,36069,18274,18274,18274,18274,18274,18274,18274,18274,18274,18274,18274,18274
10229,33925,36508,27672,32905,27150,19063,20823,38816,14608,21775,10482,28254,23763,15649,38331,29531,27556,22682,20145,22224,12109,21460,18026,20443,27150,27150,27150,27150,27150,27150,27150,27150,27150,27150,27150,27150
19683,34800,19442,31622,18175,27432,22028,21560,26371,39813,15235,26963,29861,21197,16392,31143,22347,24203,19701,24469,31434,25252,18206,13871,10324,27432,27432,27432,27432,27432,27432,27432,27432,27432,27432,27432,27432
27163,17612,28488,14887,15013,38697,26960,17599,13535,38015,27194,17119,35773,37790,30048,13398,35771,39071,28121,10511,23574,22766,15784,27596,14677,38697,38697,38697,38697,38697,38697,38697,38697,38697,38697,38697,38697
38193,31586,33841,21731,39884,29554,14577,22001,26411,32991,28240,28070,12452,31288,10964,33358,30749,18416,37434,17498,27918,24646,24713,35270,13679,29554,29554,29554,29554,29554,29554,29554,29554,29554,29554,29554,29554
35154,21948,34528,12166,18016,16501,24171,39071,39270,14557,17774,18686,21538,24731,10416,11717,24542,36608,16049,13197,15978,17687,28985,29311,20623,16501,16501,16501,16501,16501,16501,16501,16501,16501,16501,16501,16501
28100,15362,30349,33475,15957,34455,20714,12161,35644,15092,10072,17459,20744,25040,18299,13961,37236,11866,34781,16130,29561,13910,11025,13327,27849,34455,34455,34455,34455,34455,34455,34455,34455,34455,34455,34455,34455
22007,39136,23141,27122,33903,23211,21206,24082,20563,12320,20106,35643,12179,10815,29689,25369,32490,10670,34914,34362,39226,12138,24974,39169,29697,23211,23211,23211,23211,23211,23211,23211,23211,23211,23211,23211,23211
35463,16118,27817,34618,22380,23194,14540,35218,27383,23876,27383,20990,32129,11158,22030,39301,38524,26152,24183,31087,21122,13517,14664,24955,30807,23194,23194,23194,23194,23194,23194,23194,23194,23194,23194,23194,23194
20208,36069,20470,13035,10916,36047,10112,18319,19365,37645,22856,10078,37998,22747,31574,35844,29203,11961,30990,10021,33758,39001,20220,26199,22232,36047,36047,36047,36047,36047,36047,36047,36047,36047,36047,36047,36047
14659,13920,35739,16424,19212,14431,28988,29360,20495,25391,24832,33843,39124,39355,10057,35928,32664,25568,33859,18131,38360,19511,24662,30527,28959,14431,14431,14431,14431,14431,14431,14431,14431,14431,14431,14431,14431
16117,38197,14782,18360,20493,36508,11684,19959,18501,21334,23256,32103,35212,37626,25528,28028,21560,15531,16104,17776,13986,35877,19041,12426,30831,36508,36508,36508,36508,36508,36508,36508,36508,36508,36508,36508,36508
29330,38318,36357,12271,33473,24963,33379,20918,10437,10740,10174,33255,18426,38859,38818,14785,12109,30284,21567,37374,39408,24193,14372,11985,34643,24963,24963,24963,24963,24963,24963,24963,24963,24963,24963,24963,24963
36283,12917,14584,38549,35815,39332,23853,29974,14528,19306,35703,10425,21993,11266,35729,16030,10622,24272,11924,20667,16018,11738,14303,39482,37720,39332,39332,39332,39332,39332,39332,39332,39332,39332,39332,39332,39332
20823,24963,11212,25657,33933,33888,18383,35981,32836,24358,21646,29570,36121,39410,23059,26022,13330,29780,13275,15363,21250,37787,14449,34868,31182,33888,33888,33888,33888,33888,33888,33888,33888,33888,33888,33888,33888
25955,24814,35104,11541,12387,38322,11215,34368,11687,20684,16443,20293,22347,12903,17198,29612,39103,12622,15794,27907,31198,12967,39516,15425,28217,38322,38322,38322,38322,38322,38322,38322,38322,38322,38322,38322,38322
26516,17872,33376,16780,38283,35013,21238,13869,16171,29121,18820,14657,27672,15241,27465,34304,21024,36973,35231,27555,11261,25401,37915,32088,33814,35013,35013,35013,35013,35013,35013,35013,35013,35013,35013,35013,35013
35833,34864,38496,13976,35933,33395,38782,13150,29188,27714,28222,19183,15341,31965,39623,30478,38207,17386,15784,33511,13103,24402,19667,16156,37819,33395,33395,33395,33395,33395,33395,33395,33395,33395,33395,33395,33395
33160,35784,15295,32787,20892,35166,21801,32216,30662,30854,14276,24160,39710,28768,21159,32393,35436,13709,16039,24434,37232,26298,14673,37326,26623,35166,35166,35166,35166,35166,35166,35166,35166,35166,35166,35166,35166
37873,15143,32687,11325,16612,21778,20296,18544,28379,16984,38206,28496,33030,27921,26872,23511,39718,27950,19048,35284,36345,14143,14183,17538,33771,21778,21778,21778,21778,21778,21778,21778,21778,21778,21778,21778,21778
32249,36052,14838,29281,29994,36391,17870,36174,18754,33156,39365,30154,10861,18951,38385,17057,16868,12024,37839,15693,26826,37311,19419,14388,30340,36391,36391,36391,36391,36391,36391,36391,36391,36391,36391,36391,36391
25620,31696,26857,25313,14201,19597,30963,23067,19566,26397,11322,33675,31367,14976,15370,20818,33133,39724,31407,12814,30439,17882,33771,39385,28340,19597,19597,19597,19597,19597,19597,19597,19597,19597,19597,19597,19597
18785,15041,26280,17326,19014,31954,39357,15273,21813,37222,31107,24963,15090,29797,31003,33739,17280,30328,15511,33360,29534,29623,21638,23725,32206,31954,31954,31954,31954,31954,31954,31954,31954,31954,31954,31954,31954
11752,38903,10678,25303,26736,17774,19169,16612,33571,18896,31061,18835,30970,36345,37504,22494,31962,24436,18203,24266,22950,39023,21548,21580,38136,17774,17774,17774,17774,17774,17774,17774,17774,17774,17774,17774,17774
15540,36627,39072,25922,32991,25926,22971,27762,37686,36479,23092,17589,14976,11643,25834,32401,37915,27894,18614,27392,20541,35194,30947,34533,24844,25926,25926,25926,25926,25926,25926,25926,25926,25926,25926,25926,25926
11924,33814,37586,31032,33491,37709,10235,20565,35173,13326,17290,22347,27246,14445,13801,27817,39537,38103,32599,16415,10351,32945,33908,26597,21856,37709,37709,37709,37709,37709,37709,37709,37709,37709,37709,37709,37709
10307,35633,36843,10197,29366,32919,20125,32800,10444,12734,11810,26460,26827,10930,28151,36508,17745,35510,22669,27588,24325,15009,19594,21975,28319,32919,32919,32919,32919,32919,32919,32919,32919,32919,32919,32919,32919
11804,34291,37536,38332,19228,39625,13304,35575,26296,32488,13973,33004,21514,34183,11222,25799,23992,33300,29822,11136,15782,39144,21570,10797,29020,39625,39625,39625,39625,39625,39625,39625,39625,39625,39625,39625,39625
11978,13980,29410,32057,28418,22844,30213,36063,15396,31968,15062,12179,27817,28548,21416,27084,22686,39373,34819,18768,18785,26695,29466,15782,37187,22844,22844,22844,22844,22844,22844,22844,22844,22844,22844,22844,22844
34005,11671,10880,15295,29093,36248,27383,31394,25251,34813,38750,23262,30154,31567,24121,32535,12020,20391,31428,25397,36487,32023,31108,15268,22843,36248,36248,36248,36248,36248,36248,36248,36248,36248,36248,36248,36248
30464,24709,12060,12294,18152,21097,36783,29828,16139,20552,17923,24203,28927,33851,15894,20255,27137,19777,38572,14104,28757,35009,15720,16528,33135,21097,21097,21097,21097,21097,21097,21097,21097,21097,21097,21097,21097
28502,30775,18781,25211,33143,26894,30978,32918,17498,26750,26679,11932,16469,38150,33827,37325,31759,30135,39588,28188,34152,33342,34688,32474,17940,26894,26894,26894,26894,26894,26894,26894,26894,26894,26894,26894,26894
22310,29335,30544,32662,12326,31068,27907,38512,25539,12358,12697,21538,24203,24628,16499,39976,33565,38077,10731,13760,24657,19009,27837,39697,31906,31068,31068,31068,31068,31068,31068,31068,31068,31068,31068,31068,31068
21491,28364,37736,17776,12928,35255,37736,23450,22246,11256,27227,15759,25397,20389,39972,21398,23015,21924,28686,18538,12828,25149,22097,19158,32547,35255,35255,35255,35255,35255,35255,35255,35255,35255,35255,35255,35255
22894,18965,32183,22206,37688,15855,33680,15881,30354,22824,12494,15614,31655,21553,20379,10969,16761,32025,31360,12667,23689,25657,15536,32664,17155,15855,15855,15855,15855,15855,15855,15855,15855,15855,15855,15855,15855
39380,28252,20338,30289,14704,14854,17094,14602,21802,11868,26767,19904,23641,38599,33869,19027,23694,33150,19152,25322,32022,36854,10206,15628,38180,14854,14854,14854,14854,14854,14854,14854,14854,14854,14854,14854,14854
13872,14345,29079,39660,35064,17186,13030,11266,28548,20542,37314,37325,39875,24929,39711,35981,39237,26867,35920,17434,12727,33534,17040,35630,19198,17186,17186,17186,17186,17186,17186,17186,17186,17186,17186,17186,17186
30351,33240,38216,34372,33564,10190,16883,28082,16121,21276,14707,15341,27504,32787,12614,39329,18641,27202,33448,22944,15379,37341,23887,31118,33461,10190,10190,10190,10190,10190,10190,10190,10190,10190,10190,10190,10190
31340,30805,21778,11986,17716,35886,31491,17749,33265,35113,33634,14276,21377,13499,36122,35222,31965,14939,22833,29357,37397,26745,17823,28832,17962,35886,35886,35886,35886,35886,35886,35886,35886,35886,35886,35886,35886
19847,21866,35394,32783,12784,25278,24587,23689,37895,17553,27504,29290,36780,13622,17668,12558,25730,31398,28382,13121,29784,35410,16822,30089,36429,25278,25278,25278,25278,25278,25278,25278,25278,25278,25278,25278,25278
26444,38886,21375,37961,29739,16027,36248,39070,18675,18485,24646,26988,23539,34982,26273,30390,10383,17295,39979,38386,29308,21429,34365,24760,33007,16027,16027,16027,16027,16027,16027,16027,16027,16027,16027,16027,16027
16469,17878,38639,31898,11529,38631,14840,29424,23190,12807,27612,23211,10078,25737,20735,27137,22430,23177,32697,23239,35497,37435,39236,23035,35497,38631,38631,38631,38631,38631,38631,38631,38631,38631,38631,38631,38631
38185,38462,38133,19702,33795,29739,10950,37423,33198,36896,10262,20892,35643,32474,20962,27122,10439,19572,10074,38982,21232,21118,31580,16009,27556,29739,29739,29739,29739,29739,29739,29739,29739,29739,29739,29739,29739
33534,30852,27001,35700,24994,33204,20914,39543,35911,12727,11658,10416,33047,25188,27003,12130,38599,29940,24661,35002,37626,36444,10235,37688,20687,33204,33204,33204,33204,33204,33204,33204,33204,33204,33204,33204,33204
26985,19409,22430,18074,33846,23524,25703,36796,22093,12741,35644,21553,15551,34181,27432,34589,23032,32547,10024,13385,19199,15971,26179,14728,18192,23524,23524,23524,23524,23524,23524,23524,23524,23524,23524,23524,23524
13543,28220,14214,14684,20851,29249,13535,34071,26011,39222,10504,13760,24677,27719,37471,21548,36935,27781,14911,14194,17925,24463,37974,39095,32893,29249,29249,29249,29249,29249,29249,29249,29249,29249,29249,29249,29249
15348,35729,39528,23667,15012,11766,10194,35350,14525,18598,12325,18045,29384,20667,17338,34112,16307,21358,13227,36309,38313,34819,31708,36672,28612,11766,11766,11766,11766,11766,11766,11766,11766,11766,11766,11766,11766
37512,34964,26767,29318,17114,21308,30651,33470,34895,36708,23596,28104,32861,22910,18073,20470,39242,36200,29292,35479,30643,23156,16387,11228,16118,21308,21308,21308,21308,21308,21308,21308,21308,21308,21308,21308,21308
35608,10867,17476,31404,19605,32401,32846,10182,14800,12814,24575,38661,20849,24677,38207,15235,26346,18641,38480,37989,24041,31017,34832,17780,20429,32401,32401,32401,32401,32401,32401,32401,32401,32401,32401,32401,32401
25807,22508,12529,13622,20859,11322,27651,25493,35752,35186,30328,31655,34466,36986,10994,14214,28080,39643,35373,13503,39758,12368,27038,20761,15564,11322,11322,11322,11322,11322,11322,11322,11322,11322,11322,11322,11322
17314,18566,10866,27095,19409,20379,14551,18301,22024,35203,14354,27504,34836,22703,36508,36627,27246,23853,20713,31728,12509,38750,30651,20745,19282,20379,20379,20379,20379,20379,20379,20379,20379,20379,20379,20379,20379
30598,25190,18367,15397,14351,29509,12307,39639,37645,17022,34212,29075,13108,36266,34178,24773,22348,10057,21519,29330,23726,34414,15150,36444,15939,29509,29509,29509,29509,29509,29509,29509,29509,29509,29509,29509,29509
15396,38468,17128,21587,32861,36369,14911,34294,13961,25327,22116,10591,38711,23211,25615,23443,17184,24229,20167,25436,35496,32335,30633,26861,29793,36369,36369,36369,36369,36369,36369,36369,36369,36369,36369,36369,36369
23400,39360,18137,17306,12384,31026,12423,34349,25221,17458,10764,18838,26963,30354,11738,21751,11929,30347,27000,34819,22255,25785,36416,19129,23100,31026,31026,31026,31026,31026,31026,31026,31026,31026,31026,31026,31026
37222,22545,39809,24818,32019,24356,11409,20106,29784,29750,18337,27246,19129,16959,21002,28894,37626,31894,28168,34803,23243,24558,24790,27555,22356,24356,24356,24356,24356,24356,24356,24356,24356,24356,24356,24356,24356
11655,21567,23211,19662,27148,28596,24558,22173,33557,33000,30963,14669,15664,19590,16053,38150,22185,26561,36457,24473,25249,27768,18149,30893,12275,28596,28596,28596,28596,28596,28596,28596,28596,28596,28596,28596,28596
38180,31412,21340,31223,13862,39143,22713,10029,33411,13632,33167,38523,19984,35952,24575,13760,27100,31773,24293,10275,35604,26901,32348,10535,38178,39143,39143,39143,39143,39143,39143,39143,39143,39143,39143,39143,39143
13124,37168,12807,37136,30269,27291,17498,33215,38921,21785,26824,34843,16056,14547,13398,12109,24818,23641,13436,22946,34015,22000,38103,17785,39192,27291,27291,27291,27291,27291,27291,27291,27291,27291,27291,27291,27291
10621,33851,26445,27760,19638,22797,15721,32626,25584,25941,14657,24251,11244,32103,11333,35229,31026,28518,22324,32348,24121,38505,31233,23882,12032,22797,22797,22797,22797,22797,22797,22797,22797,22797,22797,22797,22797
28112,39329,13634,14839,11866,23340,37967,22443,38206,10109,14321,23595,14276,31590,28755,25195,12003,18041,24810,28138,23395,16730,26092,35037,20494,23340,23340,23340,23340,23340,23340,23340,23340,23340,23340,23340,23340
23641,35515,13912,14192,37461,13410,29306,12389,32478,21803,28828,34466,22667,20872,30805,36592,25024,35972,31062,22386,20565,19994,32312,17568,23833,13410,13410,13410,13410,13410,13410,13410,13410,13410,13410,13410,13410
32685,11633,15130,25100,35767,15228,20870,16121,36362,17298,21542,15708,31622,23333,17904,23002,20761,30268,25315,36047,10241,18564,24846,26518,22038,15228,15228,15228,15228,15228,15228,15228,15228,15228,15228,15228,15228
29508,36108,10023,18524,32241,19442,39585,37184,10964,23257,31773,27672,16988,26826,29743,30805,13150,20177,33135,37442,11501,23015,29419,23217,31465,19442,19442,19442,19442,19442,19442,19442,19442,19442,19442,19442,19442
39515,15911,35928,37123,16056,26445,34381,15750,24430,39253,13912,26337,10416,36881,38367,18700,27171,18706,24980,32450,10432,33050,13394,22893,23425,26445,26445,26445,26445,26445,26445,26445,26445,26445,26445,26445,26445
30157,11001,15300,28612,19712,12389,10930,32089,26178,29596,17433,10091,25799,21465,37686,33717,10050,15000,28364,27216,29624,11718,10689,24624,24269,12389,12389,12389,12389,12389,12389,12389,12389,12389,12389,12389,12389
23446,13362,34870,30221,24190,21742,25993,39679,12889,29311,23625,24121,23595,29079,34975,12387,19959,14306,24266,39469,12179,29825,38480,10238,12854,21742,21742,21742,21742,21742,21742,21742,21742,21742,21742,21742,21742
20901,23190,15842,18836,34319,32241,27210,22024,36857,16784,17362,36564,33110,32727,26983,23032,21228,31017,24077,36914,27949,36335,19731,23530,22095,32241,32241,32241,32241,32241,32241,32241,32241,32241,32241,32241,32241
35876,16782,19777,37017,34257,18036,38930,31520,32310,32462,38125,18073,37647,22849,32118,22642,17923,33048,27283,14593,14682,22947,32212,36355,16270,18036,18036,18036,18036,18036,18036,18036,18036,18036,18036,18036,18036
18399,30818,35557,39696,26703,13049,33545,34417,39443,36492,33358,12851,11369,17378,36592,11423,21398,27809,21300,22412,34789,17965,34164,15016,17698,13049,13049,13049,13049,13049,13049,13049,13049,13049,13049,13049,13049
16198,13530,22237,15255,28555,23162,23152,14507,37721,33511,26829,33726,35732,38633,38208,29561,18931,32197,36183,19386,36431,36113,23696,19367,25350,23162,23162,23162,23162,23162,23162,23162,23162,23162,23162,23162,23162
29887,30963,20842,39703,26910,33081,38855,16709,14584,28946,31472,15754,27874,34367,10979,35163,26767,14952,20068,27799,33680,21002,30048,11869,14183,33081,33081,33081,33081,33081,33081,33081,33081,33081,33081,33081,33081
32471,29060,12052,32112,30263,12697,31965,18410,16556,37309,39912,32826,15754,35060,26460,10011,20914,27029,24473,36363,15321,20823,37626,12408,35557,12697,12697,12697,12697,12697,12697,12697,12697,12697,12697,12697,12697
27674,38900,29093,37998,14752,16865,39334,14937,21742,26740,28691,27168,30350,37131,29828,34528,22828,38565,12764,19310,32198,27436,27396,18382,23152,16865,16865,16865,16865,16865,16865,16865,16865,16865,16865,16865,16865
14802,21860,30569,39782,36358,34212,26146,26857,34402,31023,39111,23539,18524,14334,19183,15027,37077,32542,20234,30154,33182,32697,12032,29185,36309,34212,34212,34212,34212,34212,34212,34212,34212,34212,34212,34212,34212
21990,24171,22461,34950,20431,24861,25787,39895,19121,18022,11476,13869,10591,33181,27586,13831,25642,36885,21460,16144,19609,16464,21018,21742,12496,24861,24861,24861,24861,24861,24861,24861,24861,24861,24861,24861,24861
34542,34263,25182,27804,16979,10241,19365,18045,12571,15810,37586,34701,15750,26643,23455,18610,10162,16543,26136,36017,37076,24217,25174,24258,29184,10241,10241,10241,10241,10241,10241,10241,10241,10241,10241,10241,10241
34847,20655,13412,12965,35806,39501,20516,39095,18728,11104,14547,32057,12044,16031,11039,36248,22461,39449,28157,17564,34148,29917,13241,17884,13730,39501,39501,39501,39501,39501,39501,39501,39501,39501,39501,39501,39501
34481,28392,28112,19794,32640,14808,22936,37272,29366,11350,27812,11450,34880,26166,29151,17155,15459,35403,36444,17326,13325,39731,24661,23268,11406,14808,14808,14808,14808,14808,14808,14808,14808,14808,14808,14808,14808
24254,23352,10056,11665,27541,10749,34438,29283,25988,13241,18441,33851,37325,15295,24569,30994,25360,19414,16304,14942,39397,18625,32805,28720,21208,10749,10749,10749,10749,10749,10749,10749,10749,10749,10749,10749,10749
14997,27809,35282,36942,37187,31610,12996,39321,23830,32497,12809,36780,31333,31774,34658,14667,12325,16341,18577,15217,12741,28549,10280,21740,26942,31610,31610,31610,31610,31610,31610,31610,31610,31610,31610,31610,31610
33792,35312,33566,21750,34651,22643,13822,17418,36734,11055,28928,25607,17756,38791,39124,18690,13822,18832,16844,27920,38802,10385,10423,33466,34255,22643,22643,22643,22643,22643,22643,22643,22643,22643,22643,22643,22643
26534,37536,30580,37606,35332,19768,15632,33843,30100,10748,22025,31143,14684,37869,25669,32281,35112,14214,12778,22229,28019,13420,33980,36224,18365,19768,19768,19768,19768,19768,19768,19768,19768,19768,19768,19768,19768
